trial,timestamp,lookback,horizon,stride,epochs,lr,hidden,n_layers,dropout,batch_size,weight_decay,entropy_bonus,early_stop_patience,seed,n_windows,n_holdout_windows,holdout_start,total_return,ann_return,ann_volatility,sharpe,sortino,calmar,max_drawdown,final_nav_eur,nav_growth_eur,median_sharpe,median_return,median_max_dd,sharpe_ci_low,sharpe_ci_high,psr,psr_vs_sharpe_1,holdout_sharpe,holdout_total_return,holdout_ann_return,holdout_max_drawdown,holdout_final_nav_eur,holdout_median_sharpe,holdout_median_return,holdout_sharpe_ci_low,holdout_sharpe_ci_high,holdout_psr,holdout_psr_vs_sharpe_1,won,won_vs_benchmarks,won_vs_all,max_competitor_sharpe,max_competitor_nav,objective,train_time_s,backtest_time_s
21,2026-06-21 21:34:19.540848,60,252,10,40,0.0017292054973394126,256,2,0.35000000000000003,128,7.372428828256502e-05,0.05,6,6933,5,3,2020-01-01,1.0569381414241392,0.15543053242894933,0.15861967370971078,0.9904027311100816,1.3112267659526176,0.6580531716134905,-0.23619752800194982,19874.668744686518,19674.443776275755,0.6788167502349252,0.07962376672374671,-0.09329901856114264,0.1386505438592414,1.8870685082205116,0.9858160968740175,0.4915260500104105,0.533204431970283,0.3701272454675242,0.1106749258075217,-0.28983704643018104,34902.02510034238,0.8719097892485855,0.2717212814031884,-0.4607736673659049,1.5420854120145333,0.8212156325785551,0.21028759318691093,True,True,True,0.8911724610529926,17286.233815112602,19874.668744686518,6.153131484985352,0.2653665542602539
22,2026-06-21 21:34:30.033515,60,252,5,20,0.002481003869559069,192,2,0.25,128,1.2931243895244462e-05,0.02,10,2953,5,3,2020-01-01,1.3348199350300192,0.1851348529922905,0.16197680965203812,1.129982854983693,1.4963377303526655,0.7860017284707266,-0.23554000746600845,21091.006684026666,20890.950005904073,0.7471170953291432,0.10433026564998227,-0.1039267839680067,0.3086823851317544,2.0566160505667823,0.9937881015310532,0.6131591343742863,0.5510892033401216,0.42042174495046325,0.12410213000131565,-0.37913071416188404,37253.90591434928,1.0353248864329445,0.36251117905821917,-0.38057127569640936,1.5984720661768363,0.8293256074722629,0.21914510860069963,True,True,True,0.8911724610529926,17286.233815112602,21091.006684026666,8.519588708877563,0.2709236145019531
23,2026-06-21 21:34:39.998491,60,252,5,20,0.002479159247048371,64,2,0.25,128,2.894717979655377e-06,0.04,10,1169,5,3,2020-01-01,1.1506357032740357,0.1657867498811194,0.15655036109436948,1.0584582654785901,1.3927172064125006,0.7088724329202081,-0.23387388503479956,20751.09692519107,20550.873300628624,0.8749027718508999,0.10648945979209468,-0.10381067508683084,0.24413168482705486,1.9706672263396792,0.9903048403229371,0.5513700842177677,0.4709416020470398,0.3257877495099706,0.09856223991008006,-0.3228802795521052,35051.48104801475,0.7173043011020176,0.2188183915491051,-0.47176950295900105,1.4978359592730663,0.7923386408057923,0.18007373011361222,True,True,True,0.8911724610529926,17286.233815112602,20751.09692519107,8.004070281982422,0.2679886817932129
24,2026-06-21 21:34:50.982727,60,252,5,20,0.0033878541572504475,256,2,0.2,128,7.387974909652599e-06,0.05,10,9552,5,3,2020-01-01,1.1435771334431957,0.16501928314992198,0.15955924532033341,1.0372754029567943,1.3829806584540518,0.6987015352166538,-0.23617993496858813,19615.367728079837,19415.427608534737,0.6814416131492885,0.113329751350844,-0.08914035529719411,0.20670943293475794,1.9158775931867709,0.9893408188425523,0.5329689157760055,0.3859065620817482,0.21398025635597828,0.06676937944953809,-0.27306707045512335,31140.93853099608,0.7512457816260983,0.2115611677256588,-0.6357186554692187,1.410815832153738,0.7476600661008689,0.14420240501358433,True,True,True,0.8911724610529926,17286.233815112602,19615.367728079837,9.012040138244629,0.29069018363952637
25,2026-06-21 21:35:02.924786,60,252,5,30,0.001042254477913818,256,1,0.25,128,3.3515116117823225e-06,0.03,10,4322,5,3,2020-01-01,1.2132988770453887,0.17251315345968554,0.16529550288688016,1.0457582964897254,1.4241458408130958,0.765829986459934,-0.22526299114654857,20413.481174045963,20213.34283416647,0.8715645877491462,0.11595436989082342,-0.14719953246705697,0.1921517637491821,1.9816632408851578,0.9897702120202522,0.5403908216614227,0.5528694251578592,0.41354201000099144,0.12228434968880553,-0.29862083581825805,36650.05114304965,0.8574298077424498,0.2750626871743813,-0.41911126735866266,1.565672249854185,0.8299157517238809,0.2202327160414298,True,True,True,0.8911724610529926,17286.233815112602,20413.481174045963,9.951204299926758,0.2644181251525879
26,2026-06-21 21:35:13.458651,60,252,5,20,0.0020219885747899172,64,2,0.30000000000000004,64,1.171450231883701e-05,0.01,10,2576,5,3,2020-01-01,1.2985860102581817,0.1814275218447896,0.16207717440276376,1.1100482388767619,1.4763005607407094,0.7733477648116487,-0.2346001761432347,20940.632633036952,20740.506952238633,0.861594404832431,0.11473989917921812,-0.10074013230723788,0.2784560816767105,2.025337865337668,0.9929636662553354,0.5961616654962467,0.6180543094694856,0.49179348966875724,0.1426228440499855,-0.3285590860261415,38806.83185261419,1.0762682926682594,0.37454587815621276,-0.33768931910005195,1.667399951861298,0.8570513198952424,0.25479140622510366,True,True,True,0.8911724610529926,17286.233815112602,20940.632633036952,8.546618223190308,0.2503504753112793
27,2026-06-21 21:35:24.597642,60,252,5,30,0.003710795325277989,128,2,0.15000000000000002,128,6.134812004744605e-05,0.04,10,5901,5,3,2020-01-01,1.4805353219078197,0.199594690207203,0.17694390902806667,1.1173135983015565,1.506416319135549,0.8454172770148632,-0.2360901481833496,21965.979445260728,21766.003143934962,0.8917794172305868,0.13572366117387258,-0.1353991001578594,0.2800540892132763,2.080020195196895,0.9933310319559105,0.6025006671162003,0.496791874069358,0.33652981731955456,0.10152126083335378,-0.31423679943484406,36884.80689485955,0.7963509760315228,0.2377778956878227,-0.44111981386306587,1.4983789931401832,0.8046680004930611,0.19228670260952552,True,True,True,0.8911724610529926,17286.233815112602,21965.979445260728,9.179590463638306,0.26828932762145996
28,2026-06-21 21:35:36.324960,60,252,5,30,0.0037383428940794138,128,3,0.15000000000000002,128,7.674226005034776e-05,0.04,10,5752,5,3,2020-01-01,1.328598509121096,0.1845015851806482,0.1687091266589086,1.0883633299252418,1.4394202536141532,0.7811598176369474,-0.23618929317021953,21712.89029155635,21512.689503166344,0.9206576033986996,0.1381775360897699,-0.12758932402100454,0.25238614380710844,2.011258631223775,0.9918923613134104,0.5773745828700593,0.44349917995862626,0.28828646786343204,0.08810502266850895,-0.3282057382167278,35546.540525318705,0.6626041803628554,0.19441039046459707,-0.5528510071473398,1.4917197261267827,0.7780910502070897,0.16830754884345733,True,True,True,0.8911724610529926,17286.233815112602,21712.89029155635,9.75143051147461,0.2683541774749756
29,2026-06-21 21:35:42.499919,60,126,10,40,0.0036745990938498257,128,3,0.15000000000000002,64,0.00013780343041646235,0.05,6,5904,5,3,2020-01-01,0.8930851318458557,0.13637627835385469,0.14331736912769216,0.9639350931143612,1.3175133576442568,0.678057894183236,-0.20112777909344837,19049.530451633513,18849.10413241088,0.9297956972373689,0.12574241352208415,-0.08309274433181424,0.2015352865437719,1.9100736271639285,0.983589045207916,0.4681776629577876,0.47562198237560455,0.29546581624303636,0.09012253938759307,-0.28668703307233734,31900.671333734237,0.8999205546472469,0.26975345849096755,-0.47231951361647756,1.5103316501061692,0.7939141563189595,0.18295948397633754,True,True,True,0.8911724610529926,17286.233815112602,19049.530451633513,4.1828086376190186,0.2588920593261719
30,2026-06-21 21:35:51.991612,60,63,5,30,0.0048752594930555546,128,3,0.1,128,5.486634521708041e-05,0.04,6,5229,5,3,2020-01-01,0.8332993118661682,0.1290947137097489,0.12942031123332778,1.0031141727305424,1.3380645276721423,0.7840299310247572,-0.16465533852899872,18460.451611327713,18259.884342433128,1.4428029231169712,0.17379998050825973,-0.07047995154619957,0.24985173458770074,1.9395682940171213,0.9866362362779082,0.5027438836148628,0.4762548015511616,0.2717402109741278,0.0834265344804026,-0.27359852412304453,30943.277804720554,0.8390312296945683,0.22518855322342302,-0.484338822331993,1.5076971963028951,0.7940578285622556,0.18342020038537493,True,True,True,0.8911724610529926,17286.233815112602,18460.451611327713,7.515702486038208,0.2721388339996338
31,2026-06-21 21:36:03.438520,60,126,5,30,0.003316336834880622,128,3,0.1,32,0.00012525319477459018,0.03,10,6652,5,3,2020-01-01,1.3864332594850253,0.19033709984241853,0.15104229900723956,1.2294332281681732,1.6665443078806035,1.0087709871421122,-0.18868217094709572,21079.455025678697,20879.699191169057,1.324650091110644,0.1678452423544181,-0.09258220996730582,0.41863180659836674,2.1138899862197564,0.996775414995212,0.6943958674359061,0.4811662870081866,0.3416590351917925,0.10292856957566143,-0.34559212196206546,35706.794008129036,0.7828033669423544,0.26524169871461467,-0.48889644590005515,1.4997052994688578,0.796896968271978,0.18523052347507907,True,True,True,0.8911724610529926,17286.233815112602,21079.455025678697,9.35891318321228,0.3349339962005615
